Town,Zipcode,County,State
Otter Rock,97369,Lincoln,Oregon
Rose Lodge,97372,Lincoln,Oregon
Seal Rock,97376,Lincoln,Oregon
Siletz,97380,Lincoln,Oregon
Gleneden Beach,97388,Lincoln,Oregon
Tidewater,97390,Lincoln,Oregon
Toledo,97391,Lincoln,Oregon
Waldport,97394,Lincoln,Oregon
Yachats,97498,Lincoln,Oregon
Albany,97322,Linn,Oregon
Brownsville,97327,Linn,Oregon
Cascadia,97329,Linn,Oregon
Crabtree,97335,Linn,Oregon
Crawfordsville,97336,Linn,Oregon
Foster,97345,Linn,Oregon
Gates,97346,Linn,Oregon
Halsey,97348,Linn,Oregon
Lebanon,97355,Linn,Oregon
Scio,97374,Linn,Oregon
Shedd,97377,Linn,Oregon
Sweet Home,97386,Linn,Oregon
Tangent,97389,Linn,Oregon
Harrisburg,97446,Linn,Oregon
Adrian,97901,Malheur,Oregon
Arock,97902,Malheur,Oregon
Brogan,97903,Malheur,Oregon
Harper,97906,Malheur,Oregon
Ironside,97908,Malheur,Oregon
Jamieson,97909,Malheur,Oregon
Jordan Valley,97910,Malheur,Oregon
Juntura,97911,Malheur,Oregon
Nyssa,97913,Malheur,Oregon
Ontario,97914,Malheur,Oregon
Riverside,97917,Malheur,Oregon
Vale,97918,Malheur,Oregon
Westfall,97920,Malheur,Oregon
Aurora,97002,Marion,Oregon
Donald,97020,Marion,Oregon
Gervais,97026,Marion,Oregon
Hubbard,97032,Marion,Oregon
Woodburn,97071,Marion,Oregon
Saint Paul,97137,Marion,Oregon
Salem,97301,Marion,Oregon
Salem,97302,Marion,Oregon
Salem,97303,Marion,Oregon
Salem,97305,Marion,Oregon
Salem,97306,Marion,Oregon
Keizer,97307,Marion,Oregon
Salem,97308,Marion,Oregon
Salem,97309,Marion,Oregon
Salem,97310,Marion,Oregon
Salem,97311,Marion,Oregon
Salem,97312,Marion,Oregon
Salem,97313,Marion,Oregon
Salem,97314,Marion,Oregon
Salem,97317,Marion,Oregon
Aumsville,97325,Marion,Oregon
Detroit,97342,Marion,Oregon
Idanha,97350,Marion,Oregon
Jefferson,97352,Marion,Oregon
Lyons,97358,Marion,Oregon
Mill City,97360,Marion,Oregon
Mount Angel,97362,Marion,Oregon
Saint Benedict,97373,Marion,Oregon
Scotts Mills,97375,Marion,Oregon
Silverton,97381,Marion,Oregon
Stayton,97383,Marion,Oregon
Mehama,97384,Marion,Oregon
Sublimity,97385,Marion,Oregon
Turner,97392,Marion,Oregon
Boardman,97818,Morrow,Oregon
Heppner,97836,Morrow,Oregon
Lexington,97839,Morrow,Oregon
Ione,97843,Morrow,Oregon
Irrigon,97844,Morrow,Oregon
Bridal Veil,97010,Multnomah,Oregon
Corbett,97019,Multnomah,Oregon
Fairview,97024,Multnomah,Oregon
Gresham,97030,Multnomah,Oregon
Troutdale,97060,Multnomah,Oregon
Gresham,97080,Multnomah,Oregon
Portland,97201,Multnomah,Oregon
Portland,97202,Multnomah,Oregon
Portland,97203,Multnomah,Oregon
Portland,97204,Multnomah,Oregon
Portland,97205,Multnomah,Oregon
Portland,97206,Multnomah,Oregon
Portland,97207,Multnomah,Oregon
Portland,97208,Multnomah,Oregon
Portland,97209,Multnomah,Oregon
Portland,97210,Multnomah,Oregon
Portland,97211,Multnomah,Oregon
Portland,97212,Multnomah,Oregon
Portland,97213,Multnomah,Oregon
Portland,97214,Multnomah,Oregon
Portland,97215,Multnomah,Oregon
Portland,97216,Multnomah,Oregon
Portland,97217,Multnomah,Oregon
Portland,97218,Multnomah,Oregon
Portland,97219,Multnomah,Oregon
Portland,97220,Multnomah,Oregon
Portland,97221,Multnomah,Oregon
Portland,97227,Multnomah,Oregon
Portland,97228,Multnomah,Oregon
Portland,97230,Multnomah,Oregon
Portland,97231,Multnomah,Oregon
Portland,97232,Multnomah,Oregon
Portland,97233,Multnomah,Oregon
Portland,97236,Multnomah,Oregon
Portland,97238,Multnomah,Oregon
Portland,97239,Multnomah,Oregon
Portland,97240,Multnomah,Oregon
Portland,97242,Multnomah,Oregon
Portland,97251,Multnomah,Oregon
Portland,97253,Multnomah,Oregon
Portland,97254,Multnomah,Oregon
Portland,97255,Multnomah,Oregon
Portland,97256,Multnomah,Oregon
Portland,97258,Multnomah,Oregon
Portland,97259,Multnomah,Oregon
Portland,97266,Multnomah,Oregon
Portland,97268,Multnomah,Oregon
Portland,97269,Multnomah,Oregon
Portland,97271,Multnomah,Oregon
Portland,97272,Multnomah,Oregon
Portland,97280,Multnomah,Oregon
Portland,97281,Multnomah,Oregon
Portland,97282,Multnomah,Oregon
Portland,97283,Multnomah,Oregon
Portland,97286,Multnomah,Oregon
Portland,97290,Multnomah,Oregon
Portland,97291,Multnomah,Oregon
Portland,97292,Multnomah,Oregon
Portland,97293,Multnomah,Oregon
Portland,97294,Multnomah,Oregon
Portland,97296,Multnomah,Oregon
Portland,97298,Multnomah,Oregon
Portland,97299,Multnomah,Oregon
Salem,97304,Polk,Oregon
Dallas,97338,Polk,Oregon
Falls City,97344,Polk,Oregon
Grand Ronde,97347,Polk,Oregon
Independence,97351,Polk,Oregon
Monmouth,97361,Polk,Oregon
Rickreall,97371,Polk,Oregon
Grass Valley,97029,Sherman,Oregon
Kent,97033,Sherman,Oregon
Moro,97039,Sherman,Oregon
Rufus,97050,Sherman,Oregon
Wasco,97065,Sherman,Oregon
Bay City,97107,Tillamook,Oregon
Beaver,97108,Tillamook,Oregon
Cloverdale,97112,Tillamook,Oregon
Garibaldi,97118,Tillamook,Oregon
Hebo,97122,Tillamook,Oregon
Manzanita,97130,Tillamook,Oregon
Nehalem,97131,Tillamook,Oregon
Oceanside,97134,Tillamook,Oregon
Pacific City,97135,Tillamook,Oregon
Rockaway Beach,97136,Tillamook,Oregon
Tillamook,97141,Tillamook,Oregon
Netarts,97143,Tillamook,Oregon
Wheeler,97147,Tillamook,Oregon
Neskowin,97149,Tillamook,Oregon
Pendleton,97801,Umatilla,Oregon
Adams,97810,Umatilla,Oregon
Athena,97813,Umatilla,Oregon
Echo,97826,Umatilla,Oregon
Helix,97835,Umatilla,Oregon
Hermiston,97838,Umatilla,Oregon
Meacham,97859,Umatilla,Oregon
Milton Freewater,97862,Umatilla,Oregon
Pilot Rock,97868,Umatilla,Oregon
Stanfield,97875,Umatilla,Oregon
Ukiah,97880,Umatilla,Oregon
Umatilla,97882,Umatilla,Oregon
Weston,97886,Umatilla,Oregon
Cove,97824,Union,Oregon
Elgin,97827,Union,Oregon
Imbler,97841,Union,Oregon
La Grande,97850,Union,Oregon
North Powder,97867,Union,Oregon
Summerville,97876,Union,Oregon
Union,97883,Union,Oregon
Enterprise,97828,Wallowa,Oregon
Imnaha,97842,Wallowa,Oregon
Joseph,97846,Wallowa,Oregon
Lostine,97857,Wallowa,Oregon
Wallowa,97885,Wallowa,Oregon
Antelope,97001,Wasco,Oregon
Dufur,97021,Wasco,Oregon
Maupin,97037,Wasco,Oregon
Mosier,97040,Wasco,Oregon
Shaniko,97057,Wasco,Oregon
The Dalles,97058,Wasco,Oregon
Tygh Valley,97063,Wasco,Oregon
Beaverton,97005,Washington,Oregon
Beaverton,97006,Washington,Oregon
Beaverton,97007,Washington,Oregon
Beaverton,97008,Washington,Oregon
Tualatin,97062,Washington,Oregon
Beaverton,97075,Washington,Oregon
Beaverton,97076,Washington,Oregon
Beaverton,97077,Washington,Oregon
Beaverton,97078,Washington,Oregon
Banks,97106,Washington,Oregon
Buxton,97109,Washington,Oregon
Cornelius,97113,Washington,Oregon
Forest Grove,97116,Washington,Oregon
Gales Creek,97117,Washington,Oregon
Gaston,97119,Washington,Oregon
Hillsboro,97123,Washington,Oregon
Hillsboro,97124,Washington,Oregon
Manning,97125,Washington,Oregon
North Plains,97133,Washington,Oregon
Sherwood,97140,Washington,Oregon
Timber,97144,Washington,Oregon
Portland,97223,Washington,Oregon
Portland,97224,Washington,Oregon
Portland,97225,Washington,Oregon
Portland,97229,Washington,Oregon
Mitchell,97750,Wheeler,Oregon
Fossil,97830,Wheeler,Oregon
Spray,97874,Wheeler,Oregon
Amity,97101,Yamhill,Oregon
Carlton,97111,Yamhill,Oregon
Dayton,97114,Yamhill,Oregon
Dundee,97115,Yamhill,Oregon
Lafayette,97127,Yamhill,Oregon
Mcminnville,97128,Yamhill,Oregon
Newberg,97132,Yamhill,Oregon
Yamhill,97148,Yamhill,Oregon
Sheridan,97378,Yamhill,Oregon
Willamina,97396,Yamhill,Oregon
Abbottstown,17301,Adams,Pennsylvania
Arendtsville,17303,Adams,Pennsylvania
Aspers,17304,Adams,Pennsylvania
Bendersville,17306,Adams,Pennsylvania
Biglerville,17307,Adams,Pennsylvania
Cashtown,17310,Adams,Pennsylvania
East Berlin,17316,Adams,Pennsylvania
Fairfield,17320,Adams,Pennsylvania
Gettysburg,17325,Adams,Pennsylvania
Gettysburg,17326,Adams,Pennsylvania
Idaville,17337,Adams,Pennsylvania
Littlestown,17340,Adams,Pennsylvania
Mc Knightstown,17343,Adams,Pennsylvania
Mc Sherrystown,17344,Adams,Pennsylvania
New Oxford,17350,Adams,Pennsylvania
Orrtanna,17353,Adams,Pennsylvania
York Springs,17372,Adams,Pennsylvania
Peach Glen,17375,Adams,Pennsylvania
Bairdford,15006,Allegheny,Pennsylvania
Bakerstown,15007,Allegheny,Pennsylvania
Brackenridge,15014,Allegheny,Pennsylvania
Bradfordwoods,15015,Allegheny,Pennsylvania
Bridgeville,15017,Allegheny,Pennsylvania
Buena Vista,15018,Allegheny,Pennsylvania
Bunola,15020,Allegheny,Pennsylvania
Cheswick,15024,Allegheny,Pennsylvania
Clairton,15025,Allegheny,Pennsylvania
Coulters,15028,Allegheny,Pennsylvania
Creighton,15030,Allegheny,Pennsylvania
Cuddy,15031,Allegheny,Pennsylvania
Curtisville,15032,Allegheny,Pennsylvania
Dravosburg,15034,Allegheny,Pennsylvania
East Mc Keesport,15035,Allegheny,Pennsylvania
Elizabeth,15037,Allegheny,Pennsylvania
Gibsonia,15044,Allegheny,Pennsylvania
Glassport,15045,Allegheny,Pennsylvania
Crescent,15046,Allegheny,Pennsylvania
Greenock,15047,Allegheny,Pennsylvania
Harwick,15049,Allegheny,Pennsylvania
Indianola,15051,Allegheny,Pennsylvania
Leetsdale,15056,Allegheny,Pennsylvania
Morgan,15064,Allegheny,Pennsylvania
Natrona Heights,15065,Allegheny,Pennsylvania
Oakdale,15071,Allegheny,Pennsylvania
Rural Ridge,15075,Allegheny,Pennsylvania
Russellton,15076,Allegheny,Pennsylvania
Sturgeon,15082,Allegheny,Pennsylvania
Tarentum,15084,Allegheny,Pennsylvania
Warrendale,15086,Allegheny,Pennsylvania
West Elizabeth,15088,Allegheny,Pennsylvania
Wexford,15090,Allegheny,Pennsylvania
Wildwood,15091,Allegheny,Pennsylvania
Warrendale,15095,Allegheny,Pennsylvania
Warrendale,15096,Allegheny,Pennsylvania
Allison Park,15101,Allegheny,Pennsylvania
Bethel Park,15102,Allegheny,Pennsylvania
Braddock,15104,Allegheny,Pennsylvania
Carnegie,15106,Allegheny,Pennsylvania
Coraopolis,15108,Allegheny,Pennsylvania
Duquesne,15110,Allegheny,Pennsylvania
East Pittsburgh,15112,Allegheny,Pennsylvania
Glenshaw,15116,Allegheny,Pennsylvania
Homestead,15120,Allegheny,Pennsylvania
West Mifflin,15122,Allegheny,Pennsylvania
West Mifflin,15123,Allegheny,Pennsylvania
Imperial,15126,Allegheny,Pennsylvania
Ingomar,15127,Allegheny,Pennsylvania
South Park,15129,Allegheny,Pennsylvania
Mckeesport,15131,Allegheny,Pennsylvania
Mckeesport,15132,Allegheny,Pennsylvania
Mckeesport,15133,Allegheny,Pennsylvania
Mckeesport,15134,Allegheny,Pennsylvania
Mckeesport,15135,Allegheny,Pennsylvania
Mc Kees Rocks,15136,Allegheny,Pennsylvania
North Versailles,15137,Allegheny,Pennsylvania
Oakmont,15139,Allegheny,Pennsylvania
Pitcairn,15140,Allegheny,Pennsylvania
Presto,15142,Allegheny,Pennsylvania
Sewickley,15143,Allegheny,Pennsylvania
Springdale,15144,Allegheny,Pennsylvania
Turtle Creek,15145,Allegheny,Pennsylvania
Monroeville,15146,Allegheny,Pennsylvania
Verona,15147,Allegheny,Pennsylvania
Wilmerding,15148,Allegheny,Pennsylvania
Pittsburgh,15201,Allegheny,Pennsylvania
Pittsburgh,15202,Allegheny,Pennsylvania
Pittsburgh,15203,Allegheny,Pennsylvania
Pittsburgh,15204,Allegheny,Pennsylvania
Pittsburgh,15205,Allegheny,Pennsylvania
Pittsburgh,15206,Allegheny,Pennsylvania
Pittsburgh,15207,Allegheny,Pennsylvania
Pittsburgh,15208,Allegheny,Pennsylvania
Pittsburgh,15209,Allegheny,Pennsylvania
Pittsburgh,15210,Allegheny,Pennsylvania
Pittsburgh,15211,Allegheny,Pennsylvania
Pittsburgh,15212,Allegheny,Pennsylvania
Pittsburgh,15213,Allegheny,Pennsylvania
Pittsburgh,15214,Allegheny,Pennsylvania
Pittsburgh,15215,Allegheny,Pennsylvania
Pittsburgh,15216,Allegheny,Pennsylvania
Pittsburgh,15217,Allegheny,Pennsylvania
Pittsburgh,15218,Allegheny,Pennsylvania
Pittsburgh,15219,Allegheny,Pennsylvania
Pittsburgh,15220,Allegheny,Pennsylvania
Pittsburgh,15221,Allegheny,Pennsylvania
Pittsburgh,15222,Allegheny,Pennsylvania
Pittsburgh,15223,Allegheny,Pennsylvania
Pittsburgh,15224,Allegheny,Pennsylvania
Pittsburgh,15225,Allegheny,Pennsylvania
Pittsburgh,15226,Allegheny,Pennsylvania
Pittsburgh,15227,Allegheny,Pennsylvania
Pittsburgh,15228,Allegheny,Pennsylvania
Pittsburgh,15229,Allegheny,Pennsylvania
Pittsburgh,15230,Allegheny,Pennsylvania
Pittsburgh,15231,Allegheny,Pennsylvania
Pittsburgh,15232,Allegheny,Pennsylvania
Pittsburgh,15233,Allegheny,Pennsylvania
Pittsburgh,15234,Allegheny,Pennsylvania
Pittsburgh,15235,Allegheny,Pennsylvania
Pittsburgh,15236,Allegheny,Pennsylvania
Pittsburgh,15237,Allegheny,Pennsylvania
Pittsburgh,15238,Allegheny,Pennsylvania
Pittsburgh,15239,Allegheny,Pennsylvania
Pittsburgh,15240,Allegheny,Pennsylvania
Pittsburgh,15241,Allegheny,Pennsylvania
Pittsburgh,15242,Allegheny,Pennsylvania
Pittsburgh,15243,Allegheny,Pennsylvania
Pittsburgh,15244,Allegheny,Pennsylvania
Pittsburgh,15250,Allegheny,Pennsylvania
Pittsburgh,15251,Allegheny,Pennsylvania
Pittsburgh,15252,Allegheny,Pennsylvania
Pittsburgh,15253,Allegheny,Pennsylvania
Pittsburgh,15254,Allegheny,Pennsylvania
Pittsburgh,15255,Allegheny,Pennsylvania
Pittsburgh,15257,Allegheny,Pennsylvania
Pittsburgh,15258,Allegheny,Pennsylvania
Pittsburgh,15259,Allegheny,Pennsylvania
Pittsburgh,15260,Allegheny,Pennsylvania
Pittsburgh,15261,Allegheny,Pennsylvania
Pittsburgh,15262,Allegheny,Pennsylvania
Pittsburgh,15263,Allegheny,Pennsylvania
Pittsburgh,15264,Allegheny,Pennsylvania
Pittsburgh,15265,Allegheny,Pennsylvania
Pittsburgh,15267,Allegheny,Pennsylvania
Pittsburgh,15268,Allegheny,Pennsylvania
Pittsburgh,15270,Allegheny,Pennsylvania
Pittsburgh,15272,Allegheny,Pennsylvania
Pittsburgh,15274,Allegheny,Pennsylvania
Pittsburgh,15275,Allegheny,Pennsylvania
Pittsburgh,15276,Allegheny,Pennsylvania
Pittsburgh,15277,Allegheny,Pennsylvania
Pittsburgh,15278,Allegheny,Pennsylvania
Pittsburgh,15279,Allegheny,Pennsylvania
Pittsburgh,15281,Allegheny,Pennsylvania
Pittsburgh,15282,Allegheny,Pennsylvania
Pittsburgh,15283,Allegheny,Pennsylvania
Pittsburgh,15285,Allegheny,Pennsylvania
Pittsburgh,15286,Allegheny,Pennsylvania
Pittsburgh,15289,Allegheny,Pennsylvania
Pittsburgh,15290,Allegheny,Pennsylvania
Pittsburgh,15295,Allegheny,Pennsylvania
Pittsburgh,15266,Allegheny,Pennsylvania
Pittsburgh,15273,Allegheny,Pennsylvania
Pittsburgh,15288,Allegheny,Pennsylvania
Avonmore,15618,Armstrong,Pennsylvania
North Apollo,15673,Armstrong,Pennsylvania
Schenley,15682,Armstrong,Pennsylvania
Spring Church,15686,Armstrong,Pennsylvania
Elderton,15736,Armstrong,Pennsylvania
Kittanning,16201,Armstrong,Pennsylvania
Adrian,16210,Armstrong,Pennsylvania
Cadogan,16212,Armstrong,Pennsylvania
Kittanning,16215,Armstrong,Pennsylvania
Cowansville,16218,Armstrong,Pennsylvania
Dayton,16222,Armstrong,Pennsylvania
Distant,16223,Armstrong,Pennsylvania
Ford City,16226,Armstrong,Pennsylvania
Ford Cliff,16228,Armstrong,Pennsylvania
Freeport,16229,Armstrong,Pennsylvania
Mc Grann,16236,Armstrong,Pennsylvania
Manorville,16238,Armstrong,Pennsylvania
Mayport,16240,Armstrong,Pennsylvania
Nu Mine,16244,Armstrong,Pennsylvania
Oak Ridge,16245,Armstrong,Pennsylvania
Rural Valley,16249,Armstrong,Pennsylvania
Sagamore,16250,Armstrong,Pennsylvania
Seminole,16253,Armstrong,Pennsylvania
Templeton,16259,Armstrong,Pennsylvania
Widnoon,16261,Armstrong,Pennsylvania
Worthington,16262,Armstrong,Pennsylvania
Yatesboro,16263,Armstrong,Pennsylvania
Aliquippa,15001,Beaver,Pennsylvania
Ambridge,15003,Beaver,Pennsylvania
Baden,15005,Beaver,Pennsylvania
Beaver,15009,Beaver,Pennsylvania
Beaver Falls,15010,Beaver,Pennsylvania
Clinton,15026,Beaver,Pennsylvania
Conway,15027,Beaver,Pennsylvania
Freedom,15042,Beaver,Pennsylvania
Georgetown,15043,Beaver,Pennsylvania
Hookstown,15050,Beaver,Pennsylvania
Industry,15052,Beaver,Pennsylvania
Midland,15059,Beaver,Pennsylvania
Monaca,15061,Beaver,Pennsylvania
New Brighton,15066,Beaver,Pennsylvania
Rochester,15074,Beaver,Pennsylvania
Shippingport,15077,Beaver,Pennsylvania
South Heights,15081,Beaver,Pennsylvania
Darlington,16115,Beaver,Pennsylvania
Fombell,16123,Beaver,Pennsylvania
Koppel,16136,Beaver,Pennsylvania
Alum Bank,15521,Bedford,Pennsylvania
Bedford,15522,Bedford,Pennsylvania
Breezewood,15533,Bedford,Pennsylvania
Buffalo Mills,15534,Bedford,Pennsylvania
Clearville,15535,Bedford,Pennsylvania
Everett,15537,Bedford,Pennsylvania
Fishertown,15539,Bedford,Pennsylvania
Hyndman,15545,Bedford,Pennsylvania
Manns Choice,15550,Bedford,Pennsylvania
New Paris,15554,Bedford,Pennsylvania
Schellsburg,15559,Bedford,Pennsylvania
Defiance,16633,Bedford,Pennsylvania
Hopewell,16650,Bedford,Pennsylvania
Imler,16655,Bedford,Pennsylvania
Loysburg,16659,Bedford,Pennsylvania
New Enterprise,16664,Bedford,Pennsylvania
Osterburg,16667,Bedford,Pennsylvania
Queen,16670,Bedford,Pennsylvania
Riddlesburg,16672,Bedford,Pennsylvania
Saxton,16678,Bedford,Pennsylvania
Six Mile Run,16679,Bedford,Pennsylvania
Woodbury,16695,Bedford,Pennsylvania
Artemas,17211,Bedford,Pennsylvania
Alburtis,18011,Berks,Pennsylvania
Hereford,18056,Berks,Pennsylvania
Bally,19503,Berks,Pennsylvania
Barto,19504,Berks,Pennsylvania
Bechtelsville,19505,Berks,Pennsylvania
Bernville,19506,Berks,Pennsylvania
Bethel,19507,Berks,Pennsylvania
Birdsboro,19508,Berks,Pennsylvania
Blandon,19510,Berks,Pennsylvania
Bowers,19511,Berks,Pennsylvania
Boyertown,19512,Berks,Pennsylvania
Centerport,19516,Berks,Pennsylvania
Douglassville,19518,Berks,Pennsylvania
Earlville,19519,Berks,Pennsylvania
Fleetwood,19522,Berks,Pennsylvania
Geigertown,19523,Berks,Pennsylvania
Hamburg,19526,Berks,Pennsylvania
Kempton,19529,Berks,Pennsylvania
Kutztown,19530,Berks,Pennsylvania
Leesport,19533,Berks,Pennsylvania
Lenhartsville,19534,Berks,Pennsylvania
Limekiln,19535,Berks,Pennsylvania
Lyon Station,19536,Berks,Pennsylvania
Maxatawny,19538,Berks,Pennsylvania
Mertztown,19539,Berks,Pennsylvania
Mohnton,19540,Berks,Pennsylvania
Mohrsville,19541,Berks,Pennsylvania
Monocacy Station,19542,Berks,Pennsylvania
Morgantown,19543,Berks,Pennsylvania
Mount Aetna,19544,Berks,Pennsylvania
New Berlinville,19545,Berks,Pennsylvania
Oley,19547,Berks,Pennsylvania
Pine Forge,19548,Berks,Pennsylvania
Rehrersburg,19550,Berks,Pennsylvania
Robesonia,19551,Berks,Pennsylvania
Shartlesville,19554,Berks,Pennsylvania
Shoemakersville,19555,Berks,Pennsylvania
Strausstown,19559,Berks,Pennsylvania
Temple,19560,Berks,Pennsylvania
Topton,19562,Berks,Pennsylvania
Virginville,19564,Berks,Pennsylvania
Wernersville,19565,Berks,Pennsylvania
Womelsdorf,19567,Berks,Pennsylvania
Reading,19601,Berks,Pennsylvania
Reading,19602,Berks,Pennsylvania
Reading,19603,Berks,Pennsylvania
Reading,19604,Berks,Pennsylvania
Reading,19605,Berks,Pennsylvania
Reading,19606,Berks,Pennsylvania
Reading,19607,Berks,Pennsylvania
Reading,19608,Berks,Pennsylvania
Reading,19609,Berks,Pennsylvania
Reading,19610,Berks,Pennsylvania
Reading,19611,Berks,Pennsylvania
Reading,19612,Berks,Pennsylvania
Reading,19640,Berks,Pennsylvania
Altoona,16601,Blair,Pennsylvania
Altoona,16602,Blair,Pennsylvania
Altoona,16603,Blair,Pennsylvania
Bellwood,16617,Blair,Pennsylvania
Claysburg,16625,Blair,Pennsylvania
Curryville,16631,Blair,Pennsylvania
Duncansville,16635,Blair,Pennsylvania
East Freedom,16637,Blair,Pennsylvania
Hollidaysburg,16648,Blair,Pennsylvania
Martinsburg,16662,Blair,Pennsylvania
Newry,16665,Blair,Pennsylvania
Roaring Spring,16673,Blair,Pennsylvania
Sproul,16682,Blair,Pennsylvania
Tipton,16684,Blair,Pennsylvania
Tyrone,16686,Blair,Pennsylvania
Williamsburg,16693,Blair,Pennsylvania
Alba,16910,Bradford,Pennsylvania
Columbia Cross Roads,16914,Bradford,Pennsylvania
Gillett,16925,Bradford,Pennsylvania
Granville Summit,16926,Bradford,Pennsylvania
Sylvania,16945,Bradford,Pennsylvania
Troy,16947,Bradford,Pennsylvania
Canton,17724,Bradford,Pennsylvania
Grover,17735,Bradford,Pennsylvania
Laceyville,18623,Bradford,Pennsylvania
Athens,18810,Bradford,Pennsylvania
Burlington,18814,Bradford,Pennsylvania
Camptown,18815,Bradford,Pennsylvania
East Smithfield,18817,Bradford,Pennsylvania
Le Raysville,18829,Bradford,Pennsylvania
Milan,18831,Bradford,Pennsylvania
Monroeton,18832,Bradford,Pennsylvania
New Albany,18833,Bradford,Pennsylvania
Rome,18837,Bradford,Pennsylvania
Sayre,18840,Bradford,Pennsylvania
Stevensville,18845,Bradford,Pennsylvania
Sugar Run,18846,Bradford,Pennsylvania
Towanda,18848,Bradford,Pennsylvania
Ulster,18850,Bradford,Pennsylvania
Warren Center,18851,Bradford,Pennsylvania
Wyalusing,18853,Bradford,Pennsylvania
Wysox,18854,Bradford,Pennsylvania
Durham,18039,Bucks,Pennsylvania
Riegelsville,18077,Bucks,Pennsylvania
Springtown,18081,Bucks,Pennsylvania
Doylestown,18901,Bucks,Pennsylvania
Doylestown,18902,Bucks,Pennsylvania
Bedminster,18910,Bucks,Pennsylvania
Blooming Glen,18911,Bucks,Pennsylvania
Buckingham,18912,Bucks,Pennsylvania
Carversville,18913,Bucks,Pennsylvania
Chalfont,18914,Bucks,Pennsylvania
Danboro,18916,Bucks,Pennsylvania
Dublin,18917,Bucks,Pennsylvania
Erwinna,18920,Bucks,Pennsylvania
Ferndale,18921,Bucks,Pennsylvania
Forest Grove,18922,Bucks,Pennsylvania
Fountainville,18923,Bucks,Pennsylvania
Furlong,18925,Bucks,Pennsylvania
Gardenville,18926,Bucks,Pennsylvania
Hilltown,18927,Bucks,Pennsylvania
Holicong,18928,Bucks,Pennsylvania
Jamison,18929,Bucks,Pennsylvania
Kintnersville,18930,Bucks,Pennsylvania
Lahaska,18931,Bucks,Pennsylvania
Line Lexington,18932,Bucks,Pennsylvania
Lumberville,18933,Bucks,Pennsylvania
Mechanicsville,18934,Bucks,Pennsylvania
Milford Square,18935,Bucks,Pennsylvania
New Hope,18938,Bucks,Pennsylvania
Newtown,18940,Bucks,Pennsylvania
Ottsville,18942,Bucks,Pennsylvania
Penns Park,18943,Bucks,Pennsylvania
Perkasie,18944,Bucks,Pennsylvania
Pineville,18946,Bucks,Pennsylvania
Pipersville,18947,Bucks,Pennsylvania
Plumsteadville,18949,Bucks,Pennsylvania
Point Pleasant,18950,Bucks,Pennsylvania
Quakertown,18951,Bucks,Pennsylvania
Revere,18953,Bucks,Pennsylvania
Richboro,18954,Bucks,Pennsylvania
Richlandtown,18955,Bucks,Pennsylvania
Rushland,18956,Bucks,Pennsylvania
Sellersville,18960,Bucks,Pennsylvania
Silverdale,18962,Bucks,Pennsylvania
Solebury,18963,Bucks,Pennsylvania
Southampton,18966,Bucks,Pennsylvania
Spinnerstown,18968,Bucks,Pennsylvania
Trumbauersville,18970,Bucks,Pennsylvania
Upper Black Eddy,18972,Bucks,Pennsylvania
Warminster,18974,Bucks,Pennsylvania
Warrington,18976,Bucks,Pennsylvania
Washington Crossing,18977,Bucks,Pennsylvania
Wycombe,18980,Bucks,Pennsylvania
Zionhill,18981,Bucks,Pennsylvania
Warminster,18991,Bucks,Pennsylvania
Bristol,19007,Bucks,Pennsylvania
Bensalem,19020,Bucks,Pennsylvania
Croydon,19021,Bucks,Pennsylvania
Fairless Hills,19030,Bucks,Pennsylvania
Langhorne,19047,Bucks,Pennsylvania
Feasterville Trevose,19053,Bucks,Pennsylvania
Levittown,19054,Bucks,Pennsylvania
Levittown,19055,Bucks,Pennsylvania
Levittown,19056,Bucks,Pennsylvania
Levittown,19057,Bucks,Pennsylvania
Levittown,19058,Bucks,Pennsylvania
Morrisville,19067,Bucks,Pennsylvania
Butler,16001,Butler,Pennsylvania
Butler,16002,Butler,Pennsylvania
Butler,16003,Butler,Pennsylvania
Boyers,16016,Butler,Pennsylvania
Boyers,16017,Butler,Pennsylvania
Boyers,16018,Butler,Pennsylvania
Boyers,16020,Butler,Pennsylvania
Branchton,16021,Butler,Pennsylvania
Bruin,16022,Butler,Pennsylvania
Cabot,16023,Butler,Pennsylvania
Callery,16024,Butler,Pennsylvania
Chicora,16025,Butler,Pennsylvania
Connoquenessing,16027,Butler,Pennsylvania
East Butler,16029,Butler,Pennsylvania
Eau Claire,16030,Butler,Pennsylvania
Evans City,16033,Butler,Pennsylvania
Fenelton,16034,Butler,Pennsylvania
Forestville,16035,Butler,Pennsylvania
Harmony,16037,Butler,Pennsylvania
Harrisville,16038,Butler,Pennsylvania
Herman,16039,Butler,Pennsylvania
Hilliards,16040,Butler,Pennsylvania
Karns City,16041,Butler,Pennsylvania
Lyndora,16045,Butler,Pennsylvania
Mars,16046,Butler,Pennsylvania
North Washington,16048,Butler,Pennsylvania
Petrolia,16050,Butler,Pennsylvania
Portersville,16051,Butler,Pennsylvania
Prospect,16052,Butler,Pennsylvania
Renfrew,16053,Butler,Pennsylvania
Sarver,16055,Butler,Pennsylvania
Saxonburg,16056,Butler,Pennsylvania
Slippery Rock,16057,Butler,Pennsylvania
Valencia,16059,Butler,Pennsylvania
West Sunbury,16061,Butler,Pennsylvania
Zelienople,16063,Butler,Pennsylvania
Cranberry Twp,16066,Butler,Pennsylvania
